code_module,code_presentation,guid_student_id,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,imputed_demo,imd_band_ord,age_band_ord,n_assessments,n_finished,mean_score_raw,submission_rate,weighted_score,n_exam,total_clicks,mean_clicks,active_sessions,active_weeks,n_resource_types,y_pass,risk_composite,y_risk_ordinal,y_score_reg,cluster
EG043,2024J,65A733C6-0F62-4F88-B170-8C79CB91D58F,F,Peter Naur,A Level or Equivalent,20-30%,18-20,1.0,0.0,N,inProgress,0,2,0,3.0,0.0,0.0,0.0,0.0,0.0,49.0,1.5806451612903225,31.0,6.0,5.0,0,-0.8023196244088837,1,0.0,0
CG0C8,2024J,0DD88DCE-3C78-410A-9D42-83F273723005,F,Cleveland DSC,A Level or Equivalent,20-30%,30-35,3.0,25.0,N,inProgress,0,2,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.9179313712805823,0,0.0,0
CG0C8,2024J,F55BB27B-A955-4E1D-979F-F0D18EEA6475,M,Tamayo,A Level or Equivalent,20-30%,30-35,5.0,27.0,N,inProgress,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.9179313712805823,0,0.0,0
CG0C8,2024J,08A0C8A4-FFFB-44CC-A28A-A4C16A268743,F,Cleveland DSC,A Level or Equivalent,20-30%, > 35,2.0,0.0,N,inProgress,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.9179313712805823,0,0.0,0
CG0C8,2024J,D8C501E0-AE7A-4946-B1BF-0D282F959941,F,Cleveland DSC,A Level or Equivalent,20-30%,25-30,3.0,24.0,N,inProgress,0,2,2,7.0,3.0,1.082857142857143,0.42857142857142855,2.8545454545454545,3.0,173.0,4.119047619047619,42.0,5.0,6.0,1,0.11766698948867442,1,2.8545454545454545,1
CG0C8,2024J,91DAF9E1-55F3-493B-BC64-26154B0FDB21,M,Cleveland DSC,A Level or Equivalent,20-30%,20-25,5.0,29.0,N,inProgress,0,2,1,3.0,0.0,0.0,0.0,0.0,1.0,18.0,2.25,8.0,2.0,3.0,0,-0.8754617499807746,1,0.0,0
CG0C8,2024J,124F8691-DFCE-4FE2-AA08-1D6F95BBD765,M,Cleveland DSC,A Level or Equivalent,60-70%,20-25,2.0,17.0,N,inProgress,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.9179313712805823,0,0.0,0
CG0C8,2024J,71B41297-C0B0-463C-B585-CA2260A5AA67,F,Cleveland DSC,A Level or Equivalent,50-60%,20-25,3.0,23.0,N,inProgress,0,5,1,13.0,3.0,0.9723076923076923,0.23076923076923078,4.72,3.0,1102.0,13.439024390243903,82.0,7.0,6.0,1,2.719591067323841,2,4.72,1
CG0C8,2024J,F69E5C95-3CFA-421B-8AEE-D594D322136A,F,Cleveland DSC,A Level or Equivalent,20-30%,18-20,2.0,14.0,N,inProgress,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.9179313712805823,0,0.0,0
CG0C8,2024J,9EDAEE02-99A0-4CAB-AC94-29F49630D10E,F,Cleveland DSC,A Level or Equivalent,30-40%,20-25,3.0,20.0,N,inProgress,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,-0.9155719478750374,0,0.0,0
